web-scraper-order,web-scraper-start-url,user,comment,date
"1574877127-17","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-47.html","ecigluvr","",""
"1574877220-188","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","","I don't know which brand is better. e-cigarettes from online electronic cigarette store Joycheapbuy are very cheap and all are of high quality.",""
"1574877216-145","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-7.html","","I have a local e-cigarette shop and they introduced me to KangerTech products. Tank style atomizers - refillable - battery screws on below. Not a typical Blu looking 'cigarette' and personally I really like the function.
 

Obviously, I am ""new"", so hope this is OK to bring up. 
 

Greetings to all.
 

""SmokeJumper""",""
"1574877190-74","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-19.html","KWSmoker","",""
"1574877218-168","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-6.html","","i use the vaporin brand they have really nice kits",""
"1574877211-101","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","I-Luv-Lu-C","",""
"1574877214-132","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-8.html","","","11-12-2014, 08:59 PM"
"1574877220-178","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","SGParkinson","",""
"1574877199-82","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-15.html","KWSmoker","",""
"1574877211-103","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","","Many e cigarette are there at the market. It depends on smokers choice. I use Ichor Liquid brand of e Cigarette. Most of the brands has PG and VG mixed.PG comes with nicotine, so there is throat hit. I only prefer VG because it has no nicotine. So no throat hit. You can visit at http://www.ichorliquid.co.uk/ for that brand.",""
"1574877214-115","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-8.html","Alexvlad","",""
"1574877170-53","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-29.html","ecigluvr","",""
"1574877137-26","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-43.html","KWSmoker","",""
"1574877123-13","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-49.html","ecigluvr","",""
"1574877180-64","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-24.html","KWSmoker","",""
"1574877172-55","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-28.html","ecigluvr","",""
"1574877220-183","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","","Originally Posted by vapokobrey   Hi, folks, i just registered and want to find something about e cigarette, but i do not see many people talking about e cigarette. what brand and what models are you using? Talk~~~    I'm using Vapourmate
 

The Vapourmate Deluxe is the Innokin AIO but instead of cartomizers the case can fit tanks and an atomizer.",""
"1574877224-218","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","QWAAQ","",""
"1574877218-160","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-6.html","jimsned2","",""
"1574877163-47","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-32.html","ecigluvr","",""
"1574877220-182","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","","I started with Southbeach Smoke but the batteries didn't hold a charge for long and the cartridges were expensive. 

About a year age I started using an Joyetech EGO 650 mah Battery with Vision or Kanger Clearomizer. The batteries last all day and I only fill the clearomizer once a day. I only use e-liquid made in America. 

mywaycigs.com has a great kit caled the Hurricane, which is totally customizable according to you personal tastes. They use Joyetech batteries and Kanger and Vision Clearomizers of various colors. They carry Halo e-liquid which is one of the best brands available.",""
"1574877224-223","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","blazinb","",""
"1574877211-100","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","bastiananthony","",""
"1574877211-99","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","Andy1087","",""
"1574877216-151","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-7.html","","i like smok e cigarette,now i ahve mangeto mod with rda......1.8ohm....lol",""
"1574877216-144","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-7.html","JM Smoker","",""
"1574877220-186","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","","theMagicMist..",""
"1574877151-35","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-38.html","ecigluvr","",""
"1574877214-130","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-8.html","","nikkisvaporbar.com has a great e-cig and tons of great flavors !",""
"1574877211-109","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","","Just came to market. It has a flavor so close to an actual cigarette it not even funny without the vap cough like some other brands give you. The only thing missing is the taste of the paper burning. Full flavor is dead on to Marlboro smoke and smooth menthol nails Newport to a tee.
 

http://www.lu-c.com/club/i.php?id=767",""
"1574877125-15","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-48.html","ecigluvr","",""
"1574877224-229","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","","Smoking bull smoke over here.  They supposedly have a big upgrade coming out soon too.",""
"1574877222-213","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","","","11-22-2012, 08:12 AM"
"1574877222-207","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","","I've been smoking Apollo.",""
"1574877214-118","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-8.html","JenniferWalker","",""
"1574877224-234","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","","","06-17-2012, 06:33 PM"
"1574877174-58","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-27.html","KWSmoker","",""
"1574877216-137","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-7.html","SmokeJumper","",""
"1574877192-76","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-18.html","KWSmoker","",""
"1574877121-12","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-50.html","KWSmoker","",""
"1574877224-235","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","","","06-25-2012, 09:52 PM"
"1574877226-251","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-2.html","","I had been smoking for 55 + years, tried quitting numerous times, once for nearly 18 months before I started again.  Spent a couple days readimg reviews before ordering a starter kit from Frii Ecigs.  Pleasantly surprised with the smoke, er vapor, and the service has been excellent.  Can't compare them with any others since I haven't tried any others, and after the great service from Frii I would feel like a traitor vaping another brand.",""
"1574877218-159","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-6.html","SeanBen","",""
"1574877222-209","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","","I get mine at vaporgurus.com I use an eGo e-cigarette . Pretty darn sweet battery lasts all day. Ive tried others but i got tired of charging the e cig battery several times a day.",""
"1574877224-226","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","","The one I smoke is the Green Ecigs, from EcigsWorld Australia supplier.",""
"1574877222-202","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","joeze529","",""
"1574877139-27","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-42.html","ecigluvr","",""
"1574877222-210","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","","without going through the whole list, I can say that most of them I didn't even use for more than a day. They were just bad. I arrived at 3 that are acceptable with only one winner. I liked:

V2 cigs

Hawkcig

Greensmoke
 

but Hawkcig stood out as the closest to tobacco smoke and best vapor production. Greensmoke batteries failed after one week or so. I learned from Hawkcig that their batteries are leak proof and their cartomizers can be refilled to five times reducing the cost of smoking to less than a dollar per pack",""
"1574877220-177","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","dawvee","",""
"1574877194-78","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-17.html","KWSmoker","",""
"1574877209-91","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-10.html","ecigluvr","",""
"1574877134-23","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-44.html","ecigluvr","",""
"1574877216-148","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-7.html","","i use Green Smoke,VaporZone",""
"1574877159-44","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-34.html","KWSmoker","",""
"1574877222-200","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","martialmedia","",""
"1574877226-247","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-2.html","","I'm smoking an SP3 Spark Plug for Smokers with Johnson Creek VG Red Oak smoke juice. It's a serious e - cig that's made in the USA and I got mine for around $30; however, their juice tastes like crap. If you get one of these avoid the cartridges and buy the s/s tip for ""dripping."" Three drops of juice in the atomizer equals about 1 analog cigarette. You can draw on this thing like a regular cigarette that way, but be warned --Buy low nicotine juice for it because this thing is like a mini smoke machine. It's perfect for heavy smokers --I love it! It will literally leave a cloud lingering in the area. 
 

johnsoncreeksmokejuice.com/category/rosj

sparkplugforsmokers.com",""
"1574877218-173","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-6.html","","","01-09-2014, 03:13 PM"
"1574877226-238","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-2.html","Lotus1990","",""
"1574877203-86","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-13.html","KWSmoker","",""
"1574877224-230","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","","I smoke green smoke. Love them. Initial kit a bit expensive, but cartomizers are about the same as anyone else.",""
"1574877218-171","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-6.html","","","08-31-2013, 10:03 AM"
"1574877218-165","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-6.html","","I smoke eciggsbrand.net, I didn't like that they make you join, where they take money from your checking account automaticly, very satisfied with the brand, decided to quit the club and only order when I needed them. My last pack of 5 had one that was empty, I called to complain (you have to call India, and they're english is very poor) they told me that they apologize, but there is nothing they could do to replace the one empty cartridge because I left the automatic club.  Now, I'm left hunting for anywhere I can buy eciggsbrand at a local store and finding such a store is impossible.  Does anyone in S. Florida know of a place where I can buy eciggsbrand locally?",""
"1574877220-180","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","SGParkinson","",""
"1574877224-224","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","JP622","",""
"1574877224-233","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","","","05-15-2012, 06:31 PM"
"1574877211-110","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","","","11-12-2017, 08:04 PM"
"1574877216-153","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-7.html","","","02-24-2014, 02:36 PM"
"1574877220-191","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","","","02-21-2013, 08:25 AM"
"1574877222-196","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","jsilverburger","",""
"1574877216-154","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-7.html","","","02-28-2014, 11:05 PM"
"1574877220-175","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","EireFury","",""
"1574877224-221","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","Markus","",""
"1574877211-105","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","","French vanilla with Canadian maple syrup, seductive dark chocolate and a subtle touch of pecans, so many flavors , very less harmful , affordable 
 

A monthly box full of premium e-liquids,

Hand-picked only for you.

Complex Liquids. Easy subscription.

https://vapewunder.de/",""
"1574877220-176","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","spidersVise","",""
"1574877218-172","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-6.html","","","10-25-2013, 02:27 PM"
"1574877226-237","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-2.html","jgjones21","",""
"1574877137-25","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-43.html","ecigluvr","",""
"1574877139-28","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-42.html","KWSmoker","",""
"1574877186-69","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-21.html","ecigluvr","",""
"1574877222-208","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","","I've tried Green Smoke (had battery issues), Blu (bad flavors, cheap quality), NJoy(cheap build, ok flavor) and a few others. The best electronic cigarette I have tried is Red Dot Smoke. Great quality. The batteries last at least as long as a pack of cigarettes, and the taste is as close as you can get to a cigarette. They also have a very cool solar pack similar to Blu's, but it is better quality, has solar panels for charging outside, and a built in light. It's a VERY cool kit. reddotsmoke.com",""
"1574877211-111","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","","","12-03-2017, 02:51 PM"
"1574877216-147","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-7.html","","I've always been interested in turning to e-cigarettes. It seems less costly in the long run. Does anybody how much something like this cost? And the best brand?",""
"1574877222-201","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","ecig-guy","",""
"1574877201-84","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-14.html","KWSmoker","",""
"1574877226-252","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-2.html","","I'm using an Inferno by Volcanoecigs. It's just the same as an ego but, built better. It's hand made in the USA. Google Volcanoecigs if interested. I'm also dripping using a 510 atty if interested. I'm looking into the tube tank.",""
"1574877211-96","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","gagglerope","",""
"1574877226-254","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-2.html","","","08-26-2011, 01:37 PM"
"1574877216-150","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-7.html","","i use smok electronic cigarettes,name of brand is smok,really good.......",""
"1574877226-256","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-2.html","","","12-16-2011, 12:37 PM"
"1574877222-195","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","elites-uk","",""
"1574877192-75","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-18.html","ecigluvr","",""
"1574877226-242","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-2.html","deana429","",""
"1574877218-169","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-6.html","","I'm new with e-cigs also but have a shop up the street that sells volt. I started with their kit but soon went on line to Smokeless Image for the volt batteries and blanks. I've now added the V2 battery for home use with the X2 Clearomizers which works on both the standard battery or the X2. I also have the T3 Clearomizers which I use at home while using the standard 78mm batteries. Both the blanks and and other clearomizers will fit. I also have a universal conversion kit which will allow me to use different clearomizers brands with my batteries.
 

As for juice I'm trying the Totally Wicked at the moment mixing it with VG, Absolut Vodka and their menthol flavor. I will try some others over time but delute it from 30 mg to 10 mg. 
 

After 51 years of smoking I got lung cancer in my left lung (stage 3 when caught) last Sept. 9th. I've since gone through chemo and radiation with total remission as of now. The patches don't work nor did the gum or pills so settled on the e cig and it has worked well for me. My doctors also said it is effective and shouldn't cause any health problems in the future based on what they have read on the ecig. Their only warning is to be careful as to where the juice comes from which is from England via Florida in the case of Totally Wicked. It has worked well for me since I quit Sept 9th.",""
"1574877211-104","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","","My Dad has a Halo.  And it's in the top 10 list of e-cigs.
 

https://vapingdaily.com/best-electronic-cigarettes/",""
"1574877153-37","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-37.html","ecigluvr","",""
"1574877224-225","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","","Hey guys, 

I have tried the e Health Cigarette - Electric Cigarette. Electric Cigarette: This rechargeable electric cigarette comes with 10 cartridges. 200 puffs per cartridge.

Try it out!",""
"1574877214-128","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-8.html","","From the moment I decided to switch to e-cig, I only used one brand alone and that is blu from blucigs.co.uk. What I love about it is that, I can choose and try different flavours that can really satisfy my taste. And it works well on me!",""
"1574877214-126","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-8.html","","I am using Genesis ECHO eCig, it is a very good product with variety of flavors",""
"1574877144-31","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-40.html","ecigluvr","",""
"1574877226-246","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-2.html","","Quitting smoking is a terrible experience, especially for those who are ""serious"" smokers. I was a pack-a-day smoker (semi-serious), and I enjoyed the experience. The burn, the oral fixation, the social factor, the pleasant head buzz--basically the overall calming effect it had on me after a hard day's work. And when I wasn't at work, I smoked while watching TV, reading, browsing the Internet, etc. Smoking added more pleasure to the activities I already enjoyed. But I knew smoking was killing me.
 

It was about two months after my girlfriend bought me the electronic cigarette that I tried it for the first time--mind you, I had to brush off some dust from the box because I had buried in a drawer. To my surprise the electronic cigarette was enjoyable, as close as one could get to the real thing. I was still able to blow rings (albeit vapor rings); the oral fixation was satisfied; and the edge that I often felt when trying to quit was 95% gone. It took some time to use to, but I could hardly believe it when I went one full week without a real cigarette. That was three months ago. I don't feel agitated from lack of nicotine, because the electronic cigarette is a nicotine supplement. It just doesn't kill you, like the way cigarettes do. My lungs are free from the thousands of carcinogenic pollutants that are in real cigarettes, and I feel healthier. Also, two of my close friends tried my electronic cigarette and loved it. They bought their own, and now we sit around indoors and smoke, all without slowly killing ourselves.",""
"1574877220-189","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","","I bought my first ecig at the beginning of this month. The Urus! My God is that thing fabulous. It's just a little cig-alike, but the flavor and throat hit on that thing are phenominal. Not to mention it comes with a badass-looking matte case for carrying it, 2 extra cartomizers and the USB charger and it's about the size of a 100's pack only slimmer. I tried the tobacco and green apple flavors. They were pretty damn good. Going to try the coffee flavor next",""
"1574877222-206","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","","A just love super mini..Its a pleasure to vape with it.",""
"1574877224-220","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","Johny g","",""
"1574877211-97","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","manas","",""
"1574877142-30","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-41.html","KWSmoker","",""
"1574877197-80","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-16.html","KWSmoker","",""
"1574877222-215","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-4.html","","","01-31-2013, 04:16 AM"
"1574877211-108","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","","i am using Aspire Gusto Mini and it is very good taste",""
"1574877211-107","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-9.html","","I vape Blu disposables in Cherry. Maybe they are not the greatest e-cigs, but they work for me.
 
 

Andrew",""
"1574877197-79","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-16.html","ecigluvr","",""
"1574877220-193","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-5.html","","","06-01-2013, 10:48 PM"
"1574877132-21","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-45.html","ecigluvr","",""
"1574877125-16","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-48.html","KWSmoker","",""
"1574877224-236","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-3.html","","","07-12-2012, 12:54 PM"
"1574877216-142","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-7.html","masonlvvy","",""
"1574877214-133","https://www.cigreviews.com/forums/electronic-cigarettes-e-cigarettes/724-what-e-cigarette-brand-you-smoking-8.html","","","11-12-2014, 10:35 PM"
